year,round,from_country_id,to_country_id,from_country,to_country,total_points,tele_points,jury_points
1991,final,fi,fi,fi,fi,0,,
1991,final,fi,yu,fi,yu,0,,
1991,final,fi,at,fi,at,0,,
1991,final,fr,se,fr,se,0,,
1991,final,fr,fr,fr,fr,0,,
1991,final,fr,il,fr,il,3,,
1991,final,fr,es,fr,es,6,,
1991,final,fr,ch,fr,ch,4,,
1991,final,fr,mt,fr,mt,2,,
1991,final,fr,it,fr,it,8,,
1991,final,fr,pt,fr,pt,10,,
1991,final,fr,cy,fr,cy,12,,
1991,final,fr,ie,fr,ie,0,,
1991,final,fr,gb,fr,gb,1,,
1991,final,fr,tr,fr,tr,7,,
1991,final,fr,gr,fr,gr,0,,
1991,final,fr,lu,fr,lu,0,,
1991,final,fr,is,fr,is,0,,
1991,final,fr,be,fr,be,5,,
1991,final,fr,no,fr,no,0,,
1991,final,fr,de,fr,de,0,,
1991,final,fr,dk,fr,dk,0,,
1991,final,fr,fi,fr,fi,0,,
1991,final,fr,yu,fr,yu,0,,
1991,final,fr,at,fr,at,0,,
1991,final,de,se,de,se,12,,
1991,final,de,fr,de,fr,8,,
1991,final,de,il,de,il,0,,
1991,final,de,es,de,es,7,,
1991,final,de,ch,de,ch,6,,
1991,final,de,mt,de,mt,10,,
1991,final,de,it,de,it,0,,
1991,final,de,pt,de,pt,0,,
1991,final,de,cy,de,cy,1,,
1991,final,de,ie,de,ie,2,,
1991,final,de,gb,de,gb,0,,
1991,final,de,tr,de,tr,0,,
1991,final,de,gr,de,gr,0,,
1991,final,de,lu,de,lu,3,,
1991,final,de,is,de,is,5,,
1991,final,de,be,de,be,0,,
1991,final,de,no,de,no,4,,
1991,final,de,de,de,de,0,,
1991,final,de,dk,de,dk,0,,
1991,final,de,fi,de,fi,0,,
1991,final,de,yu,de,yu,0,,
1991,final,de,at,de,at,0,,
1991,final,gr,se,gr,se,0,,
1991,final,gr,fr,gr,fr,8,,
1991,final,gr,il,gr,il,5,,
1991,final,gr,es,gr,es,10,,
1991,final,gr,ch,gr,ch,7,,
1991,final,gr,mt,gr,mt,2,,
1991,final,gr,it,gr,it,6,,
1991,final,gr,pt,gr,pt,4,,
1991,final,gr,cy,gr,cy,12,,
1991,final,gr,ie,gr,ie,0,,
1991,final,gr,gb,gr,gb,3,,
1991,final,gr,tr,gr,tr,0,,
1991,final,gr,gr,gr,gr,0,,
1991,final,gr,lu,gr,lu,0,,
1991,final,gr,is,gr,is,0,,
1991,final,gr,be,gr,be,0,,
1991,final,gr,no,gr,no,0,,
1991,final,gr,de,gr,de,0,,
1991,final,gr,dk,gr,dk,0,,
1991,final,gr,fi,gr,fi,1,,
1991,final,gr,yu,gr,yu,0,,
1991,final,gr,at,gr,at,0,,
1991,final,is,se,is,se,12,,
1991,final,is,fr,is,fr,7,,
1991,final,is,il,is,il,10,,
1991,final,is,es,is,es,2,,
1991,final,is,ch,is,ch,5,,
1991,final,is,mt,is,mt,0,,
1991,final,is,it,is,it,0,,
1991,final,is,pt,is,pt,8,,
1991,final,is,cy,is,cy,3,,
1991,final,is,ie,is,ie,0,,
1991,final,is,gb,is,gb,0,,
1991,final,is,tr,is,tr,0,,
1991,final,is,gr,is,gr,0,,
1991,final,is,lu,is,lu,4,,
1991,final,is,is,is,is,0,,
1991,final,is,be,is,be,0,,
1991,final,is,no,is,no,6,,
1991,final,is,de,is,de,0,,
1991,final,is,dk,is,dk,0,,
1991,final,is,fi,is,fi,1,,
1991,final,is,yu,is,yu,0,,
1991,final,is,at,is,at,0,,
1991,final,ie,se,ie,se,3,,
1991,final,ie,fr,ie,fr,7,,
1991,final,ie,il,ie,il,8,,
1991,final,ie,es,ie,es,6,,
1991,final,ie,ch,ie,ch,2,,
1991,final,ie,mt,ie,mt,12,,
1991,final,ie,it,ie,it,10,,
1991,final,ie,pt,ie,pt,0,,
1991,final,ie,cy,ie,cy,5,,
1991,final,ie,ie,ie,ie,0,,
1991,final,ie,gb,ie,gb,0,,
1991,final,ie,tr,ie,tr,0,,
1991,final,ie,gr,ie,gr,1,,
1991,final,ie,lu,ie,lu,0,,
1991,final,ie,is,ie,is,0,,
1991,final,ie,be,ie,be,0,,
1991,final,ie,no,ie,no,0,,
1991,final,ie,de,ie,de,0,,
1991,final,ie,dk,ie,dk,0,,
1991,final,ie,fi,ie,fi,4,,
1991,final,ie,yu,ie,yu,0,,
1991,final,ie,at,ie,at,0,,
1991,final,il,se,il,se,10,,
1991,final,il,fr,il,fr,12,,
1991,final,il,il,il,il,0,,
1991,final,il,es,il,es,2,,
1991,final,il,ch,il,ch,8,,
1991,final,il,mt,il,mt,0,,
1991,final,il,it,il,it,3,,
1991,final,il,pt,il,pt,0,,
1991,final,il,cy,il,cy,6,,
1991,final,il,ie,il,ie,1,,
1991,final,il,gb,il,gb,5,,
1991,final,il,tr,il,tr,7,,
1991,final,il,gr,il,gr,4,,
1991,final,il,lu,il,lu,0,,
1991,final,il,is,il,is,0,,
1991,final,il,be,il,be,0,,
1991,final,il,no,il,no,0,,
1991,final,il,de,il,de,0,,
1991,final,il,dk,il,dk,0,,
1991,final,il,fi,il,fi,0,,
1991,final,il,yu,il,yu,0,,
1991,final,il,at,il,at,0,,
1991,final,it,se,it,se,0,,
1991,final,it,fr,it,fr,12,,
1991,final,it,il,it,il,0,,
1991,final,it,es,it,es,0,,
1991,final,it,ch,it,ch,4,,
1991,final,it,mt,it,mt,10,,
1991,final,it,it,it,it,0,,
1991,final,it,pt,it,pt,1,,
1991,final,it,cy,it,cy,0,,
1991,final,it,ie,it,ie,3,,
1991,final,it,gb,it,gb,6,,
1991,final,it,tr,it,tr,8,,
1991,final,it,gr,it,gr,2,,
1991,final,it,lu,it,lu,0,,
1991,final,it,is,it,is,7,,
1991,final,it,be,it,be,5,,
1991,final,it,no,it,no,0,,
1991,final,it,de,it,de,0,,
1991,final,it,dk,it,dk,0,,
1991,final,it,fi,it,fi,0,,
1991,final,it,yu,it,yu,0,,
1991,final,it,at,it,at,0,,
1991,final,lu,se,lu,se,7,,
1991,final,lu,fr,lu,fr,0,,
1991,final,lu,il,lu,il,5,,
1991,final,lu,es,lu,es,6,,
1991,final,lu,ch,lu,ch,12,,
1991,final,lu,mt,lu,mt,10,,
1991,final,lu,it,lu,it,0,,
1991,final,lu,pt,lu,pt,2,,
1991,final,lu,cy,lu,cy,4,,
1991,final,lu,ie,lu,ie,8,,
1991,final,lu,gb,lu,gb,3,,
1991,final,lu,tr,lu,tr,0,,
1991,final,lu,gr,lu,gr,0,,
1991,final,lu,lu,lu,lu,0,,
1991,final,lu,is,lu,is,0,,
1991,final,lu,be,lu,be,0,,
1991,final,lu,no,lu,no,1,,
1991,final,lu,de,lu,de,0,,
1991,final,lu,dk,lu,dk,0,,
1991,final,lu,fi,lu,fi,0,,
1991,final,lu,yu,lu,yu,0,,
1991,final,lu,at,lu,at,0,,
1991,final,mt,se,mt,se,0,,
1991,final,mt,fr,mt,fr,3,,
1991,final,mt,il,mt,il,8,,
1991,final,mt,es,mt,es,6,,
1991,final,mt,ch,mt,ch,0,,
1991,final,mt,mt,mt,mt,0,,
1991,final,mt,it,mt,it,2,,
1991,final,mt,pt,mt,pt,0,,
1991,final,mt,cy,mt,cy,12,,
1991,final,mt,ie,mt,ie,4,,
1991,final,mt,gb,mt,gb,10,,
1991,final,mt,tr,mt,tr,7,,
1991,final,mt,gr,mt,gr,5,,
1991,final,mt,lu,mt,lu,0,,
1991,final,mt,is,mt,is,0,,
1991,final,mt,be,mt,be,0,,
1991,final,mt,no,mt,no,0,,
1991,final,mt,de,mt,de,0,,
1991,final,mt,dk,mt,dk,0,,
1991,final,mt,fi,mt,fi,0,,
1991,final,mt,yu,mt,yu,1,,
1991,final,mt,at,mt,at,0,,
1991,final,no,se,no,se,8,,
1991,final,no,fr,no,fr,12,,
1991,final,no,il,no,il,7,,
1991,final,no,es,no,es,4,,
1991,final,no,ch,no,ch,3,,
1991,final,no,mt,no,mt,6,,
1991,final,no,it,no,it,10,,
1991,final,no,pt,no,pt,2,,
1991,final,no,cy,no,cy,0,,
1991,final,no,ie,no,ie,0,,
1991,final,no,gb,no,gb,0,,
1991,final,no,tr,no,tr,0,,
1991,final,no,gr,no,gr,1,,
1991,final,no,lu,no,lu,0,,
1991,final,no,is,no,is,0,,
1991,final,no,be,no,be,0,,
1991,final,no,no,no,no,0,,
1991,final,no,de,no,de,0,,
1991,final,no,dk,no,dk,5,,
1991,final,no,fi,no,fi,0,,
1991,final,no,yu,no,yu,0,,
1991,final,no,at,no,at,0,,
1991,final,pt,se,pt,se,10,,
1991,final,pt,fr,pt,fr,5,,
1991,final,pt,il,pt,il,4,,
1991,final,pt,es,pt,es,8,,
1991,final,pt,ch,pt,ch,6,,
1991,final,pt,mt,pt,mt,7,,
1991,final,pt,it,pt,it,12,,
1991,final,pt,pt,pt,pt,0,,
1991,final,pt,cy,pt,cy,3,,
1991,final,pt,ie,pt,ie,0,,
1991,final,pt,gb,pt,gb,1,,
1991,final,pt,tr,pt,tr,0,,
1991,final,pt,gr,pt,gr,0,,
1991,final,pt,lu,pt,lu,2,,
1991,final,pt,is,pt,is,0,,
1991,final,pt,be,pt,be,0,,
1991,final,pt,no,pt,no,0,,
1991,final,pt,de,pt,de,0,,
1991,final,pt,dk,pt,dk,0,,
1991,final,pt,fi,pt,fi,0,,
1991,final,pt,yu,pt,yu,0,,
1991,final,pt,at,pt,at,0,,
1991,final,es,se,es,se,4,,
1991,final,es,fr,es,fr,8,,
1991,final,es,il,es,il,12,,
1991,final,es,es,es,es,0,,
1991,final,es,ch,es,ch,0,,
1991,final,es,mt,es,mt,6,,
1991,final,es,it,es,it,7,,
1991,final,es,pt,es,pt,10,,
1991,final,es,cy,es,cy,0,,
1991,final,es,ie,es,ie,0,,
1991,final,es,gb,es,gb,0,,
1991,final,es,tr,es,tr,2,,
1991,final,es,gr,es,gr,5,,
1991,final,es,lu,es,lu,0,,
1991,final,es,is,es,is,0,,
1991,final,es,be,es,be,3,,
1991,final,es,no,es,no,0,,
1991,final,es,de,es,de,1,,
1991,final,es,dk,es,dk,0,,
1991,final,es,fi,es,fi,0,,
1991,final,es,yu,es,yu,0,,
1991,final,es,at,es,at,0,,
1991,final,se,se,se,se,0,,
1991,final,se,fr,se,fr,5,,
1991,final,se,il,se,il,6,,
1991,final,se,es,se,es,4,,
1991,final,se,ch,se,ch,8,,
1991,final,se,mt,se,mt,12,,
1991,final,se,it,se,it,0,,
1991,final,se,pt,se,pt,7,,
1991,final,se,cy,se,cy,0,,
1991,final,se,ie,se,ie,0,,
1991,final,se,gb,se,gb,0,,
1991,final,se,tr,se,tr,0,,
1991,final,se,gr,se,gr,0,,
1991,final,se,lu,se,lu,1,,
1991,final,se,is,se,is,10,,
1991,final,se,be,se,be,2,,
1991,final,se,no,se,no,0,,
1991,final,se,de,se,de,0,,
1991,final,se,dk,se,dk,3,,
1991,final,se,fi,se,fi,0,,
1991,final,se,yu,se,yu,0,,
1991,final,se,at,se,at,0,,
1991,final,ch,se,ch,se,10,,
1991,final,ch,fr,ch,fr,7,,
1991,final,ch,il,ch,il,8,,
1991,final,ch,es,ch,es,12,,
1991,final,ch,ch,ch,ch,0,,
1991,final,ch,mt,ch,mt,6,,
1991,final,ch,it,ch,it,2,,
1991,final,ch,pt,ch,pt,1,,
1991,final,ch,cy,ch,cy,0,,
1991,final,ch,ie,ch,ie,3,,
1991,final,ch,gb,ch,gb,5,,
1991,final,ch,tr,ch,tr,0,,
1991,final,ch,gr,ch,gr,0,,
1991,final,ch,lu,ch,lu,0,,
1991,final,ch,is,ch,is,4,,
1991,final,ch,be,ch,be,0,,
1991,final,ch,no,ch,no,0,,
1991,final,ch,de,ch,de,0,,
1991,final,ch,dk,ch,dk,0,,
1991,final,ch,fi,ch,fi,0,,
1991,final,ch,yu,ch,yu,0,,
1991,final,ch,at,ch,at,0,,
1991,final,tr,se,tr,se,6,,
1991,final,tr,fr,tr,fr,0,,
1991,final,tr,il,tr,il,12,,
1991,final,tr,es,tr,es,8,,
1991,final,tr,ch,tr,ch,2,,
1991,final,tr,mt,tr,mt,7,,
1991,final,tr,it,tr,it,10,,
1991,final,tr,pt,tr,pt,5,,
1991,final,tr,cy,tr,cy,0,,
1991,final,tr,ie,tr,ie,4,,
1991,final,tr,gb,tr,gb,0,,
1991,final,tr,tr,tr,tr,0,,
1991,final,tr,gr,tr,gr,0,,
1991,final,tr,lu,tr,lu,3,,
1991,final,tr,is,tr,is,0,,
1991,final,tr,be,tr,be,0,,
1991,final,tr,no,tr,no,1,,
1991,final,tr,de,tr,de,0,,
1991,final,tr,dk,tr,dk,0,,
1991,final,tr,fi,tr,fi,0,,
1991,final,tr,yu,tr,yu,0,,
1991,final,tr,at,tr,at,0,,
1991,final,gb,se,gb,se,12,,
1991,final,gb,fr,gb,fr,6,,
1991,final,gb,il,gb,il,10,,
1991,final,gb,es,gb,es,1,,
1991,final,gb,ch,gb,ch,8,,
1991,final,gb,mt,gb,mt,7,,
1991,final,gb,it,gb,it,0,,
1991,final,gb,pt,gb,pt,0,,
1991,final,gb,cy,gb,cy,0,,
1991,final,gb,ie,gb,ie,4,,
1991,final,gb,gb,gb,gb,0,,
1991,final,gb,tr,gb,tr,5,,
1991,final,gb,gr,gb,gr,0,,
1991,final,gb,lu,gb,lu,3,,
1991,final,gb,is,gb,is,0,,
1991,final,gb,be,gb,be,2,,
1991,final,gb,no,gb,no,0,,
1991,final,gb,de,gb,de,0,,
1991,final,gb,dk,gb,dk,0,,
1991,final,gb,fi,gb,fi,0,,
1991,final,gb,yu,gb,yu,0,,
1991,final,gb,at,gb,at,0,,
1991,final,yu,se,yu,se,6,,
1991,final,yu,fr,yu,fr,10,,
1991,final,yu,il,yu,il,12,,
1991,final,yu,es,yu,es,8,,
1991,final,yu,ch,yu,ch,5,,
1991,final,yu,mt,yu,mt,1,,
1991,final,yu,it,yu,it,7,,
1991,final,yu,pt,yu,pt,0,,
1991,final,yu,cy,yu,cy,2,,
1991,final,yu,ie,yu,ie,3,,
1991,final,yu,gb,yu,gb,0,,
1991,final,yu,tr,yu,tr,0,,
1991,final,yu,gr,yu,gr,4,,
1991,final,yu,lu,yu,lu,0,,
1991,final,yu,is,yu,is,0,,
1991,final,yu,be,yu,be,0,,
1991,final,yu,no,yu,no,0,,
1991,final,yu,de,yu,de,0,,
1991,final,yu,dk,yu,dk,0,,
1991,final,yu,fi,yu,fi,0,,
1991,final,yu,yu,yu,yu,0,,
1991,final,yu,at,yu,at,0,,
1992,final,at,ie,at,ie,10,,
1992,final,at,gb,at,gb,12,,
1992,final,at,mt,at,mt,8,,
1992,final,at,it,at,it,6,,
1992,final,at,gr,at,gr,4,,
1992,final,at,il,at,il,1,,
1992,final,at,is,at,is,7,,
1992,final,at,fr,at,fr,0,,
1992,final,at,nl,at,nl,5,,
1992,final,at,at,at,at,0,,
1992,final,at,cy,at,cy,0,,
1992,final,at,dk,at,dk,3,,
1992,final,at,yu,at,yu,0,,
1992,final,at,es,at,es,2,,
1992,final,at,ch,at,ch,0,,
1992,final,at,de,at,de,0,,
1992,final,at,pt,at,pt,0,,
1992,final,at,no,at,no,0,,
1992,final,at,tr,at,tr,0,,
1992,final,at,be,at,be,0,,
1992,final,at,lu,at,lu,0,,
1992,final,at,se,at,se,0,,
1992,final,at,fi,at,fi,0,,
1992,final,be,ie,be,ie,7,,
1992,final,be,gb,be,gb,12,,
1992,final,be,mt,be,mt,10,,
1992,final,be,it,be,it,0,,
1992,final,be,gr,be,gr,0,,
1992,final,be,il,be,il,0,,
1992,final,be,is,be,is,4,,
1992,final,be,fr,be,fr,0,,
1992,final,be,nl,be,nl,2,,
1992,final,be,at,be,at,8,,
1992,final,be,cy,be,cy,0,,
1992,final,be,dk,be,dk,0,,
1992,final,be,yu,be,yu,0,,
1992,final,be,es,be,es,1,,
1992,final,be,ch,be,ch,5,,
1992,final,be,de,be,de,6,,
1992,final,be,pt,be,pt,0,,
1992,final,be,no,be,no,3,,
1992,final,be,tr,be,tr,0,,
1992,final,be,be,be,be,0,,
1992,final,be,lu,be,lu,0,,
1992,final,be,se,be,se,0,,
1992,final,be,fi,be,fi,0,,
1992,final,cy,ie,cy,ie,5,,
1992,final,cy,gb,cy,gb,6,,
1992,final,cy,mt,cy,mt,1,,
1992,final,cy,it,cy,it,10,,
1992,final,cy,gr,cy,gr,12,,
1992,final,cy,il,cy,il,4,,
1992,final,cy,is,cy,is,0,,
1992,final,cy,fr,cy,fr,3,,
1992,final,cy,nl,cy,nl,7,,
1992,final,cy,at,cy,at,8,,
1992,final,cy,cy,cy,cy,0,,
1992,final,cy,dk,cy,dk,0,,
1992,final,cy,yu,cy,yu,2,,
1992,final,cy,es,cy,es,0,,
1992,final,cy,ch,cy,ch,0,,
1992,final,cy,de,cy,de,0,,
1992,final,cy,pt,cy,pt,0,,
1992,final,cy,no,cy,no,0,,
1992,final,cy,tr,cy,tr,0,,
1992,final,cy,be,cy,be,0,,
1992,final,cy,lu,cy,lu,0,,
1992,final,cy,se,cy,se,0,,
1992,final,cy,fi,cy,fi,0,,
1992,final,dk,ie,dk,ie,10,,
1992,final,dk,gb,dk,gb,12,,
1992,final,dk,mt,dk,mt,8,,
1992,final,dk,it,dk,it,0,,
1992,final,dk,gr,dk,gr,0,,
1992,final,dk,il,dk,il,2,,
1992,final,dk,is,dk,is,5,,
1992,final,dk,fr,dk,fr,0,,
1992,final,dk,nl,dk,nl,0,,
1992,final,dk,at,dk,at,7,,
1992,final,dk,cy,dk,cy,0,,
1992,final,dk,dk,dk,dk,0,,
1992,final,dk,yu,dk,yu,0,,
1992,final,dk,es,dk,es,1,,
1992,final,dk,ch,dk,ch,0,,
1992,final,dk,de,dk,de,3,,
1992,final,dk,pt,dk,pt,0,,
1992,final,dk,no,dk,no,6,,
1992,final,dk,tr,dk,tr,0,,
1992,final,dk,be,dk,be,0,,
1992,final,dk,lu,dk,lu,0,,
1992,final,dk,se,dk,se,4,,
1992,final,dk,fi,dk,fi,0,,
1992,final,fi,ie,fi,ie,10,,
1992,final,fi,gb,fi,gb,6,,
1992,final,fi,mt,fi,mt,0,,
1992,final,fi,it,fi,it,12,,
1992,final,fi,gr,fi,gr,5,,
1992,final,fi,il,fi,il,0,,
1992,final,fi,is,fi,is,0,,
1992,final,fi,fr,fi,fr,7,,
1992,final,fi,nl,fi,nl,0,,
1992,final,fi,at,fi,at,0,,
1992,final,fi,cy,fi,cy,8,,
1992,final,fi,dk,fi,dk,0,,
1992,final,fi,yu,fi,yu,4,,
1992,final,fi,es,fi,es,3,,
1992,final,fi,ch,fi,ch,0,,
1992,final,fi,de,fi,de,0,,
1992,final,fi,pt,fi,pt,2,,
1992,final,fi,no,fi,no,1,,
1992,final,fi,tr,fi,tr,0,,
1992,final,fi,be,fi,be,0,,
1992,final,fi,lu,fi,lu,0,,
1992,final,fi,se,fi,se,0,,
1992,final,fi,fi,fi,fi,0,,
1992,final,fr,ie,fr,ie,0,,
1992,final,fr,gb,fr,gb,10,,
1992,final,fr,mt,fr,mt,0,,
1992,final,fr,it,fr,it,12,,
1992,final,fr,gr,fr,gr,7,,
1992,final,fr,il,fr,il,8,,
1992,final,fr,is,fr,is,0,,
1992,final,fr,fr,fr,fr,0,,
1992,final,fr,nl,fr,nl,4,,
1992,final,fr,at,fr,at,0,,
1992,final,fr,cy,fr,cy,2,,
1992,final,fr,dk,fr,dk,0,,
1992,final,fr,yu,fr,yu,5,,
1992,final,fr,es,fr,es,6,,
1992,final,fr,ch,fr,ch,0,,
1992,final,fr,de,fr,de,0,,
1992,final,fr,pt,fr,pt,0,,
1992,final,fr,no,fr,no,0,,
1992,final,fr,tr,fr,tr,0,,
1992,final,fr,be,fr,be,3,,
1992,final,fr,lu,fr,lu,0,,
1992,final,fr,se,fr,se,1,,
1992,final,fr,fi,fr,fi,0,,
1992,final,de,ie,de,ie,10,,
1992,final,de,gb,de,gb,12,,
1992,final,de,mt,de,mt,0,,
1992,final,de,it,de,it,1,,
1992,final,de,gr,de,gr,0,,
1992,final,de,il,de,il,4,,
1992,final,de,is,de,is,6,,
1992,final,de,fr,de,fr,3,,
1992,final,de,nl,de,nl,7,,
1992,final,de,at,de,at,0,,
1992,final,de,cy,de,cy,0,,
1992,final,de,dk,de,dk,5,,
1992,final,de,yu,de,yu,2,,
1992,final,de,es,de,es,0,,
1992,final,de,ch,de,ch,0,,
1992,final,de,de,de,de,0,,
1992,final,de,pt,de,pt,8,,
1992,final,de,no,de,no,0,,
1992,final,de,tr,de,tr,0,,
1992,final,de,be,de,be,0,,
1992,final,de,lu,de,lu,0,,
1992,final,de,se,de,se,0,,
1992,final,de,fi,de,fi,0,,
1992,final,gr,ie,gr,ie,12,,
1992,final,gr,gb,gr,gb,0,,
1992,final,gr,mt,gr,mt,7,,
1992,final,gr,it,gr,it,3,,
1992,final,gr,gr,gr,gr,0,,
1992,final,gr,il,gr,il,0,,
1992,final,gr,is,gr,is,6,,
1992,final,gr,fr,gr,fr,0,,
1992,final,gr,nl,gr,nl,5,,
1992,final,gr,at,gr,at,8,,
1992,final,gr,cy,gr,cy,10,,
1992,final,gr,dk,gr,dk,0,,
1992,final,gr,yu,gr,yu,1,,
1992,final,gr,es,gr,es,4,,
1992,final,gr,ch,gr,ch,0,,
1992,final,gr,de,gr,de,0,,
1992,final,gr,pt,gr,pt,2,,
1992,final,gr,no,gr,no,0,,
1992,final,gr,tr,gr,tr,0,,
1992,final,gr,be,gr,be,0,,
1992,final,gr,lu,gr,lu,0,,
1992,final,gr,se,gr,se,0,,
1992,final,gr,fi,gr,fi,0,,
1992,final,is,ie,is,ie,7,,
1992,final,is,gb,is,gb,4,,
1992,final,is,mt,is,mt,8,,
1992,final,is,it,is,it,10,,
1992,final,is,gr,is,gr,2,,
1992,final,is,il,is,il,0,,
1992,final,is,is,is,is,0,,
1992,final,is,fr,is,fr,0,,
1992,final,is,nl,is,nl,3,,
1992,final,is,at,is,at,0,,
1992,final,is,cy,is,cy,0,,
1992,final,is,dk,is,dk,6,,
1992,final,is,yu,is,yu,5,,
1992,final,is,es,is,es,0,,
1992,final,is,ch,is,ch,12,,
1992,final,is,de,is,de,0,,
1992,final,is,pt,is,pt,0,,
1992,final,is,no,is,no,1,,
1992,final,is,tr,is,tr,0,,
1992,final,is,be,is,be,0,,
1992,final,is,lu,is,lu,0,,
1992,final,is,se,is,se,0,,
1992,final,is,fi,is,fi,0,,
1992,final,ie,ie,ie,ie,0,,
1992,final,ie,gb,ie,gb,7,,
1992,final,ie,mt,ie,mt,10,,
1992,final,ie,it,ie,it,0,,
1992,final,ie,gr,ie,gr,0,,
1992,final,ie,il,ie,il,0,,
1992,final,ie,is,ie,is,0,,
1992,final,ie,fr,ie,fr,5,,
1992,final,ie,nl,ie,nl,8,,
1992,final,ie,at,ie,at,12,,
1992,final,ie,cy,ie,cy,6,,
1992,final,ie,dk,ie,dk,0,,
1992,final,ie,yu,ie,yu,4,,
1992,final,ie,es,ie,es,0,,
1992,final,ie,ch,ie,ch,1,,
1992,final,ie,de,ie,de,2,,
1992,final,ie,pt,ie,pt,0,,
1992,final,ie,no,ie,no,0,,
1992,final,ie,tr,ie,tr,3,,
1992,final,ie,be,ie,be,0,,
1992,final,ie,lu,ie,lu,0,,
1992,final,ie,se,ie,se,0,,
1992,final,ie,fi,ie,fi,0,,
1992,final,il,ie,il,ie,0,,
1992,final,il,gb,il,gb,2,,
1992,final,il,mt,il,mt,0,,
1992,final,il,it,il,it,0,,
1992,final,il,gr,il,gr,7,,
1992,final,il,il,il,il,0,,
1992,final,il,is,il,is,4,,
1992,final,il,fr,il,fr,12,,
1992,final,il,nl,il,nl,5,,
1992,final,il,at,il,at,0,,
1992,final,il,cy,il,cy,3,,
1992,final,il,dk,il,dk,6,,
1992,final,il,yu,il,yu,10,,
1992,final,il,es,il,es,0,,
1992,final,il,ch,il,ch,0,,
1992,final,il,de,il,de,0,,
1992,final,il,pt,il,pt,8,,
1992,final,il,no,il,no,0,,
1992,final,il,tr,il,tr,0,,
1992,final,il,be,il,be,0,,
1992,final,il,lu,il,lu,0,,
1992,final,il,se,il,se,0,,
1992,final,il,fi,il,fi,1,,
1992,final,it,ie,it,ie,2,,
1992,final,it,gb,it,gb,8,,
1992,final,it,mt,it,mt,3,,
1992,final,it,it,it,it,0,,
1992,final,it,gr,it,gr,12,,
1992,final,it,il,it,il,0,,
1992,final,it,is,it,is,5,,
1992,final,it,fr,it,fr,6,,
1992,final,it,nl,it,nl,0,,
1992,final,it,at,it,at,0,,
1992,final,it,cy,it,cy,4,,
1992,final,it,dk,it,dk,0,,
1992,final,it,yu,it,yu,0,,
1992,final,it,es,it,es,7,,
1992,final,it,ch,it,ch,10,,
1992,final,it,de,it,de,0,,
1992,final,it,pt,it,pt,1,,
1992,final,it,no,it,no,0,,
1992,final,it,tr,it,tr,0,,
1992,final,it,be,it,be,0,,
1992,final,it,lu,it,lu,0,,
1992,final,it,se,it,se,0,,
1992,final,it,fi,it,fi,0,,
1992,final,lu,ie,lu,ie,10,,
1992,final,lu,gb,lu,gb,7,,
1992,final,lu,mt,lu,mt,12,,
1992,final,lu,it,lu,it,0,,
1992,final,lu,gr,lu,gr,0,,
1992,final,lu,il,lu,il,8,,
1992,final,lu,is,lu,is,5,,
1992,final,lu,fr,lu,fr,0,,
1992,final,lu,nl,lu,nl,0,,
1992,final,lu,at,lu,at,0,,
1992,final,lu,cy,lu,cy,0,,
1992,final,lu,dk,lu,dk,6,,
1992,final,lu,yu,lu,yu,2,,
1992,final,lu,es,lu,es,3,,
1992,final,lu,ch,lu,ch,0,,
1992,final,lu,de,lu,de,0,,
1992,final,lu,pt,lu,pt,0,,
1992,final,lu,no,lu,no,4,,
1992,final,lu,tr,lu,tr,0,,
1992,final,lu,be,lu,be,1,,
1992,final,lu,lu,lu,lu,0,,
1992,final,lu,se,lu,se,0,,
1992,final,lu,fi,lu,fi,0,,
1992,final,mt,ie,mt,ie,12,,
1992,final,mt,gb,mt,gb,6,,
1992,final,mt,mt,mt,mt,0,,
1992,final,mt,it,mt,it,5,,
1992,final,mt,gr,mt,gr,0,,
1992,final,mt,il,mt,il,7,,
1992,final,mt,is,mt,is,0,,
1992,final,mt,fr,mt,fr,0,,
1992,final,mt,nl,mt,nl,0,,
1992,final,mt,at,mt,at,4,,
1992,final,mt,cy,mt,cy,1,,
1992,final,mt,dk,mt,dk,0,,
1992,final,mt,yu,mt,yu,3,,
1992,final,mt,es,mt,es,2,,
1992,final,mt,ch,mt,ch,0,,
1992,final,mt,de,mt,de,0,,
1992,final,mt,pt,mt,pt,0,,
1992,final,mt,no,mt,no,0,,
1992,final,mt,tr,mt,tr,8,,
1992,final,mt,be,mt,be,0,,
1992,final,mt,lu,mt,lu,10,,
1992,final,mt,se,mt,se,0,,
1992,final,mt,fi,mt,fi,0,,
1992,final,nl,ie,nl,ie,10,,
1992,final,nl,gb,nl,gb,7,,
1992,final,nl,mt,nl,mt,5,,
1992,final,nl,it,nl,it,12,,
1992,final,nl,gr,nl,gr,4,,
1992,final,nl,il,nl,il,3,,
1992,final,nl,is,nl,is,2,,
1992,final,nl,fr,nl,fr,6,,
1992,final,nl,nl,nl,nl,0,,
1992,final,nl,at,nl,at,0,,
1992,final,nl,cy,nl,cy,8,,
1992,final,nl,dk,nl,dk,0,,
1992,final,nl,yu,nl,yu,0,,
1992,final,nl,es,nl,es,1,,
1992,final,nl,ch,nl,ch,0,,
1992,final,nl,de,nl,de,0,,
1992,final,nl,pt,nl,pt,0,,
1992,final,nl,no,nl,no,0,,
1992,final,nl,tr,nl,tr,0,,
1992,final,nl,be,nl,be,0,,
1992,final,nl,lu,nl,lu,0,,
